-2.7, 3.5, -2.0, -1.5, -0.7, -1.1, 4.9, 0.8, -3.4, 2.8, -1.2, 1.3, -0.9, -0.7, -0.2, 5.8, 1.9, -0.9
parameter ends

state | action | reward
[-0.09] | [ 1.99 -1.36] | 0.060296922560651126
-0.12149327839495117 | [ -3.41 -21.27] | 0.012759941756367361
-0.1623849357928166 | [ -0.82 -21.17] | -0.1496148861917605
-0.16749766590511567 | [  0.49 -21.67] | -0.24179873721773215
-0.17676011658567573 | [ -2.89 -28.54] | -0.39386566698162817
-0.1816214519110141 | [ -0.52 -24.5 ] | -0.5046549832723909
-0.16098381981900417 | [ -0.11 -23.78] | -0.5850204980599918
-0.1378456167142598 | [ -1.1  -24.49] | -0.6545897852233582
-0.10146576897846765 | [  1.3  -21.39] | -0.7041799667309628
-0.07987712932245593 | [ -4.   -25.44] | -0.8018081327188755
-0.06625837347390566 | [ -0.95 -22.21] | -0.773920966154148
-0.020441035044397843 | [  1.62 -19.48] | -0.8202211766334142
0.008048816693075386 | [ -4.07 -22.23] | -0.5638791899358507
0.0421583114235408 | [6.39 1.08] | -0.05191092574758719
0.08716949482831847 | [3.1  3.76] | -0.07159284884246075
0.09068791261587314 | [-0.16  4.9 ] | 0.015545208247694264
0.08296268620696823 | [2.42 8.88] | 0.09876423288794427
0.06443057236934817 | [-0.48  9.19] | 0.2253536861596423
0.04444366856792881 | [ 3.72 13.65] | 0.3310949475237825
0.02241913075056613 | [ 1.11 13.8 ] | 0.3490964388344584
-0.029957227498188244 | [-0.51 14.16] | 0.4910212899340502
-0.07438028860208114 | [ 3.92 19.  ] | 0.574013797533353
-0.11449010619354066 | [ 2.25 19.28] | 0.6286563760748054
-0.1763578110129559 | [ 1.54 19.6 ] | 0.7167332237081097
-0.25138700769860994 | [ 1.59 19.85] | 0.8154879908548588
-0.3332562993050005 | [ 2.05 19.87] | 0.9076533439183732
-0.41809458962246937 | [ 2.7  19.57] | 0.986902210667033
-0.5038303063674393 | [ 3.38 18.93] | 1.0538826663301173
-0.5894825178255785 | [ 4.05 18.  ] | 1.1111742405257405
-0.6746379339684072 | [ 4.68 16.89] | 1.1609186750450728
-0.7591413970597345 | [ 5.28 15.65] | 1.2036974946045713
-0.8429183270968083 | [ 5.85 14.35] | 1.2385090820411377
-0.9258841752914152 | [ 6.39 13.04] | 1.2634674527004126
-1.0079133042508974 | [ 6.89 11.72] | 1.2766958877621433
-1.088844152127169 | [ 7.35 10.39] | 1.2769707102950687
-1.1684997594066666 | [7.74 9.07] | 1.263968404268259
-1.2467091755515836 | [8.07 7.76] | 1.238217468791549
-1.323323492304968 | [8.32 6.45] | 1.2009168803875967
-1.3982259550107317 | [8.51 5.16] | 1.1537301047617907
-1.4713378188422828 | [8.62 3.88] | 1.0985998117082092
-1.54262171688157 | [8.67 2.64] | 1.0375928964158811
-1.6120837453869268 | [8.67 1.43] | 0.9727739461778049
-1.6797749810827662 | [8.62 0.27] | 1.0059417200317353
-1.7488588386050166 | [ 9.3  -4.42] | 1.2769941214846647
-1.8266538750862096 | [ 11.15 -14.26] | 1.618917233541648
-1.9154919134948274 | [ 12.66 -22.54] | 1.4177283986310887
-1.9876484743243141 | [  5.19 -16.29] | 0.18050639002361357
-1.981457193291396 | [  3.1  -16.95] | 0.17220725632246406
-1.9699216719772006 | [  3.05 -20.34] | 0.17130691790751645
-1.9551496521988103 | [  2.44 -22.49] | 0.09574017915233918
-1.9339845663795745 | [  1.55 -23.93] | -0.01758653867509225
-1.9056343434413165 | [  0.53 -25.07] | -0.1598387135585121
-1.8699654340791978 | [ -0.57 -26.09] | -0.32666254951225465
-1.8271145293248756 | [ -1.7  -27.11] | -0.5432331860115982
-1.7758096842142193 | [ -3.13 -27.4 ] | -0.79807414626356
-1.7151144775669038 | [ -4.38 -27.82] | -1.0504783972853091
-1.6461902407696545 | [ -5.45 -28.22] | -1.298962897141104
-1.5697204336509796 | [ -6.31 -28.48] | -1.534116641388566
-1.4862624816240628 | [ -6.9  -28.51] | -1.7416593037566541
-1.396469365045235 | [ -7.16 -28.26] | -1.90694963719567
-1.3011592388968831 | [ -7.06 -27.74] | -2.0192533856334673
-1.2012607605359058 | [ -6.58 -26.96] | -2.073763706140552
-1.0977058888118907 | [ -5.76 -25.97] | -2.0712437469250986
-0.9913325545551941 | [ -4.66 -24.78] | -2.016423024873892
-0.8828229225317094 | [ -3.34 -23.41] | -1.9162111577578733
-0.7726758614464936 | [ -1.84 -21.89] | -1.7782397271727832
-0.6612041534090298 | [ -0.23 -20.2 ] | -1.5549558717746768
-0.5587351717398589 | [  0.35 -20.28] | -1.3158147022048778
-0.47961326451421077 | [ -0.5  -21.74] | -1.2221746443294288
-0.41207297823093336 | [ -0.11 -21.3 ] | -1.1715659134049607
-0.34810740253449624 | [ -0.51 -21.37] | -1.1319943218338568
-0.28637438061199205 | [  0.02 -20.55] | -1.084486030884315
-0.23013568837798798 | [ -0.88 -20.57] | -0.9096080952138185
-0.16806900963718086 | [ 5.2  -2.28] | -0.3016743679052258
-0.1124641049155342 | [2.9  1.35] | -0.1848142227926669
-0.09968451304696441 | [0.41 3.48] | -0.06792307342328453
-0.11245727718294177 | [0.27 6.2 ] | 0.06865940078143129
-0.13420575396573717 | [0.79 8.81] | 0.2048202424746658
-0.1709122223800585 | [-0.13 10.22] | 0.3521314708987647
-0.21133363474079375 | [ 2.11 13.34] | 0.4944111783362147
-0.25882143334986585 | [ 1.17 14.31] | 0.6680572459266342
