0.3, 0.4, 2.2, -1.8, 2.9, 5.0, -0.5, 4.3, 4.1, -3.9, 1.4, 0.5, -4.5, 1.5, -0.4, -0.6, 3.8, 4.2
parameter ends

state | action | reward
[0.03] | [3.97 3.25] | -0.056606127129165774
0.014136596126593716 | [1.76 0.97] | -0.05283023111596297
-0.03100457965099324 | [-0.   -0.49] | -0.020052417614880167
-0.08675787248444886 | [-0.81  0.96] | -0.014916073027342658
-0.10937456918166108 | [8.12 1.58] | -0.06202951221459412
-0.11808234375227392 | [5.24 0.84] | -0.042310522496471555
-0.1573402133308693 | [2.37 0.69] | 0.03893031111639125
-0.22154906338817068 | [-0.06  1.11] | 0.024268871478825647
-0.2769523701379932 | [4.8  1.58] | -0.013007355514951732
-0.3266638312146346 | [2.73 2.06] | 0.09906492068271583
-0.3927340792404787 | [1.4  2.77] | 0.21509784497269205
-0.4686156506103303 | [0.62 3.61] | 0.24801355254659657
-0.542097330938693 | [2.05 4.19] | 0.287636451946641
-0.6144832482111457 | [1.24 5.13] | 0.3977585751310926
-0.6917650555051338 | [0.79 6.05] | 0.43615474571879875
-0.7672839529415008 | [1.54 6.6 ] | 0.47225147072985507
-0.841325118775113 | [1.17 7.46] | 0.5435533195757922
-0.916586826155165 | [1.   8.23] | 0.592313700052354
-0.9914863673768815 | [0.98 8.9 ] | 0.6176966281930604
-1.0647159535364252 | [1.14 9.45] | 0.6319641771406473
-1.1359101850359703 | [1.23 9.98] | 0.6418036528185955
-1.2051113016640331 | [ 1.36 10.46] | 0.6440202419904958
-1.2721363673890134 | [ 1.51 10.88] | 0.6419963187806256
-1.336986613797418 | [ 1.66 11.27] | 0.6387903420714063
-1.399811203959153 | [ 1.78 11.66] | 0.6675050913963143
-1.461950544588231 | [ 0.75 13.19] | 0.8712882751245147
-1.528835422258073 | [ 0.72 13.65] | 0.5479624856344271
-1.5729244842953745 | [13.07  7.18] | -0.4500755953226935
-1.5516229103242325 | [15.7   5.93] | -0.4284861379258104
-1.5319243710654535 | [14.61  6.55] | -0.357574888730254
-1.5167081981551993 | [14.17  6.84] | -0.33179515115907376
-1.5030627748000225 | [14.03  6.97] | -0.32030306977771206
-1.4900636283332092 | [13.95  7.06] | -0.3117898681725708
-1.4775197420677397 | [13.88  7.14] | -0.30399894017398893
-1.4653859344812756 | [13.82  7.22] | -0.29661884165121866
-1.4536367234824952 | [13.76  7.3 ] | -0.2896082487752511
-1.4422492767158255 | [13.7   7.36] | -0.28294428864018895
-1.4312024045885943 | [13.65  7.43] | -0.2766032331032091
-1.4204766279922787 | [13.6   7.49] | -0.27056240128018827
-1.4100540748674526 | [13.56  7.55] | -0.2648009875555792
-1.3999183206407853 | [13.52  7.61] | -0.25930003684731867
-1.3900542367217281 | [13.48  7.66] | -0.2540422607464106
-1.3804478573793315 | [13.44  7.71] | -0.2490118590360235
-1.3710862634373615 | [13.41  7.75] | -0.24419436390883473
-1.3619574802442083 | [13.37  7.8 ] | -0.23957650374685513
-1.353050387810524 | [13.34  7.84] | -0.23514608319686744
-1.3443546413987515 | [13.31  7.88] | -0.23089187721029378
-1.3358606011351593 | [13.29  7.92] | -0.22680353719936228
-1.3275592694398433 | [13.26  7.96] | -0.22287150774961142
-1.3194422352540023 | [13.23  8.  ] | -0.2190869525505158
-1.311501624196111 | [13.21  8.03] | -0.21544168839239702
-1.3037300539055172 | [13.19  8.06] | -0.21192812623624957
-1.2961205939380873 | [13.17  8.1 ] | -0.20853921849821788
-1.2886667296676286 | [13.15  8.13] | -0.2052684118057603
-1.2813623297218784 | [13.13  8.16] | -0.20210960458081753
-1.2742016165453638 | [13.11  8.18] | -0.1990571088896945
-1.2671791397353167 | [13.09  8.21] | -0.19610561607154595
-1.2602897518427265 | [13.07  8.24] | -0.1932501657194464
-1.253528586369823 | [13.06  8.26] | -0.19048611764153833
-1.2468910377288678 | [13.04  8.29] | -0.1878091264758175
-1.2403727429560236 | [13.02  8.31] | -0.18521511867203228
-1.233969564998943 | [13.01  8.33] | -0.18270027158866578
-1.2276775774182411 | [13.    8.36] | -0.1802609944829702
-1.2214930503616506 | [12.98  8.38] | -0.17789391119808265
-1.215412437685854 | [12.97  8.4 ] | -0.17559584437390197
-1.2094323651150916 | [12.96  8.42] | -0.17336380102823903
-1.2035496193379558 | [12.95  8.44] | -0.1711949593720861
-1.197761137954559 | [12.93  8.46] | -0.16908665673798828
-1.1920640001957032 | [12.92  8.47] | -0.16703637851378875
-1.186455418343992 | [12.91  8.49] | -0.16504174798574858
-1.1809327297941252 | [12.9   8.51] | -0.16310051700530664
-1.1754933896960817 | [12.89  8.52] | -0.16121055740282872
-1.1701349641305854 | [12.88  8.54] | -0.15936985307969204
-1.1648551237713172 | [12.87  8.56] | -0.15757649271716792
-1.1596516379928052 | [12.87  8.57] | -0.15582866304681037
-1.1545223693869264 | [12.86  8.59] | -0.15412464263265652
-1.149465268654487 | [12.85  8.6 ] | -0.15246279612047753
-1.1444783698415266 | [12.84  8.62] | -0.15084156891373734
-1.1395597858928175 | [12.83  8.63] | -0.1492594822398134
-1.134707704497557 | [12.83  8.64] | -0.14771512857358363
-1.129920384204527 | [12.82  8.66] | -0.146207167388551
-1.125196150786023 | [12.81  8.67] | -0.1447343212085282
-1.1205333938316981 | [12.81  8.68] | -0.14329537193539743
-1.1159305635550945 | [12.8   8.69] | -0.14188915743068628
-1.1113861677971462 | [12.79  8.7 ] | -0.14051456833075615
-1.1068987692122523 | [12.79  8.72] | -0.13917054507720508
-1.102466982623749 | [12.78  8.73] | -0.13785607514569134
-1.098089472536698 | [12.78  8.74] | -0.13657019045791896
-1.0937649507969003 | [12.77  8.75] | -0.135311964962803
-1.08949217438595 | [12.76  8.76] | -0.13408051237405716
-1.0852699433429596 | [12.76  8.77] | -0.1328749840525317
-1.0810970988043291 | [12.75  8.78] | -0.1316945670226125
-1.0769725211536132 | [12.75  8.79] | -0.13053848211288185
-1.0728951282741548 | [12.74  8.8 ] | -0.12940598221205818
-1.068863873897717 | [12.74  8.81] | -0.12829635063195255
-1.0648777460428611 | [12.74  8.82] | -0.12720889956985318
-1.0609357655372853 | [12.73  8.83] | -0.12614296866339017
-1.0570369846187708 | [12.73  8.84] | -0.12509792363141392
-1.0531804856097764 | [12.72  8.84] | -0.12407315499498413
-1.049365379661082 | [12.72  8.85] | -0.12306807687303717
-1.045590805560214 | [12.71  8.86] | -0.122082125847655
-1.041855928600689 | [12.71  8.87] | -0.12111475989429453
-1.0381599395083938 | [12.71  8.88] | -0.12016545737270251
-1.0345020534216764 | [12.7   8.88] | -0.1192337160744994
-1.0308815089219556 | [12.7   8.89] | -0.11831905232376588
-1.0272975671118845 | [12.7  8.9] | -0.1174210001272258
-1.0237495107382961 | [12.69  8.91] | -0.11653911037085987
-1.0202366433573498 | [12.69  8.91] | -0.11567295005999396
-1.016758288539466 | [12.69  8.92] | -0.114822101600174
-1.013313789111803 | [12.68  8.93] | -0.11398616211626078
-1.0099025064361655 | [12.68  8.94] | -0.11316474280741605
-1.006523819720381 | [12.68  8.94] | -0.11235746833578235
-1.003177125361299 | [12.67  8.95] | -0.11156397624681123
-0.999861836317693 | [12.67  8.95] | -0.1107839164193513
-0.9965773815114433 | [12.67  8.96] | -0.11001695054373056
-0.9933232052554909 | [12.67  8.97] | -0.10926275162616787
-0.9900987667071378 | [12.66  8.97] | -0.10852100351798522
-0.98690353934536 | [12.66  8.98] | -0.10779140046819041
-0.9837370104708817 | [12.66  8.99] | -0.10707364669806763
-0.9805986807278316 | [12.66  8.99] | -0.10636745599653251
-0.9774880636458753 | [12.65  9.  ] | -0.10567255133506662
-0.9744046852017821 | [12.65  9.  ] | -0.10498866450117364
-0.9713480833994454 | [12.65  9.01] | -0.1043155357492577
-0.9683178078674344 | [12.65  9.01] | -0.10365291346801793
-0.965313419473207 | [12.65  9.02] | -0.10300055386343653
-0.9623344899531647 | [12.64  9.02] | -0.10235822065650078
-0.9593806015577749 | [12.64  9.03] | -0.10172568479489358
-0.9564513467110332 | [12.64  9.04] | -0.10110272417786423
-0.9535463276835748 | [12.64  9.04] | -0.1004891233936238
-0.9506651562787864 | [12.64  9.05] | -0.09988467346857692
-0.9478074535313022 | [12.63  9.05] | -0.09928917162776657
-0.9449728494173046 | [12.63  9.06] | -0.09870242106597604
-0.9421609825760796 | [12.63  9.06] | -0.0981242307289204
-0.9393715000423059 | [12.63  9.06] | -0.09755441510400345
-0.9366040569885877 | [12.63  9.07] | -0.09699279402018932
-0.9338583164777634 | [12.63  9.07] | -0.09643919245647382
-0.9311339492245488 | [12.62  9.08] | -0.09589344035859106
-0.9284306333660977 | [12.62  9.08] | -0.09535537246349088
-0.9257480542410815 | [12.62  9.09] | -0.09482482813122023
-0.9230859041769134 | [12.62  9.09] | -0.09430165118387662
-0.9204438822847579 | [12.62  9.1 ] | -0.09378568975124149
-0.9178216942619886 | [12.62  9.1 ] | -0.09327679612279582
-0.91521905220177 | [12.62  9.1 ] | -0.0927748266058189
-0.9126356744094621 | [12.61  9.11] | -0.09227964138926802
-0.9100712852255504 | [12.61  9.11] | -0.09179110441315813
-0.9075256148548314 | [12.61  9.12] | -0.09130908324320652
-0.9049983992015874 | [12.61  9.12] | -0.09083344895047557
-0.9024893797105016 | [12.61  9.12] | -0.09036407599579567
-0.8999983032130747 | [12.61  9.13] | -0.08990084211873589
-0.897524921779318 | [12.61  9.13] | -0.08944362823091936
-0.895068992574507 | [12.61  9.14] | -0.08899231831349999
-0.8926302777207887 | [12.6   9.14] | -0.08854679931858705
-0.8902085441634481 | [12.6   9.14] | -0.08810696107445962
-0.8878035635416462 | [12.6   9.15] | -0.08767269619439028
-0.8854151120634532 | [12.6   9.15] | -0.08724389998892977
-0.8830429703850052 | [12.6   9.15] | -0.08682047038149707
-0.8806869234936225 | [12.6   9.16] | -0.08640230782710738
-0.8783467605947372 | [12.6   9.16] | -0.08598931523415379
-0.8760222750024785 | [12.6   9.16] | -0.08558139788905036
-0.873713264033779 | [12.6   9.17] | -0.0851784633836532
-0.871419528905863 | [12.6   9.17] | -0.08478042154533488
-0.8691408746369922 | [12.59  9.17] | -0.08438718436958798
-0.866877109950341 | [12.59  9.18] | -0.08399866595505605
-0.8646280471808891 | [12.59  9.18] | -0.08361478244090531
-0.8623935021852139 | [12.59  9.18] | -0.08323545194640658
-0.860173294254078 | [12.59  9.19] | -0.08286059451267207
-0.8579672460277074 | [12.59  9.19] | -0.08249013204643878
-0.8557751834136629 | [12.59  9.19] | -0.08212398826581531
-0.8535969355072085 | [12.59  9.2 ] | -0.08176208864791472
-0.8514323345140875 | [12.59  9.2 ] | -0.08140436037831034
-0.8492812156756198 | [12.59  9.2 ] | -0.08105073230220279
-0.847143417196036 | [12.59  9.2 ] | -0.08070113487728224
-0.8450187801719707 | [12.59  9.21] | -0.08035550012818306
-0.8429071485240363 | [12.59  9.21] | -0.08001376160247196
-0.8408083689304054 | [12.58  9.21] | -0.0796758543281197
-0.8387222907623326 | [12.58  9.22] | -0.07934171477238912
-0.8366487660215456 | [12.58  9.22] | -0.07901128080210065
-0.8345876492794432 | [12.58  9.22] | -0.07868449164519578
-0.8325387976180373 | [12.58  9.22] | -0.07836128785356318
-0.8305020705725789 | [12.58  9.23] | -0.078041611267099
-0.8284773300758124 | [12.58  9.23] | -0.07772540497891149
-0.8264644404038002 | [12.58  9.23] | -0.07741261330165597
-0.8244632681232686 | [12.58  9.23] | -0.07710318173496142
-0.8224736820404213 | [12.58  9.24] | -0.07679705693388876
-0.8204955531511723 | [12.58  9.24] | -0.07649418667839258
-0.8185287545927528 | [12.58  9.24] | -0.07619451984375424
-0.8165731615966442 | [12.58  9.24] | -0.07589800637193578
-0.8146286514427967 | [12.58  9.25] | -0.07560459724384577
-0.8126951034150898 | [12.58  9.25] | -0.07531424445243835
-0.810772398757995 | [12.58  9.25] | -0.07502690097668273
-0.8088604206344024 | [12.58  9.25] | -0.07474252075631102
-0.8069590540845736 | [12.58  9.26] | -0.07446105866733542
-0.8050681859861841 | [12.57  9.26] | -0.07418247049833335
-0.8031877050154242 | [12.57  9.26] | -0.073906712927434
-0.8013175016091195 | [12.57  9.26] | -0.07363374350000582
-0.7994574679278441 | [12.57  9.27] | -0.07336352060700807
-0.7976074978199924 | [12.57  9.27] | -0.07309600346399835
-0.7957674867867818 | [12.57  9.27] | -0.07283115209076244
-0.793937331948156 | [12.57  9.27] | -0.07256892729152402
-0.7921169320095619 | [12.57  9.27] | -0.0723092906357816
-0.7903061872295741 | [12.57  9.28] | -0.07205220443966286
-0.7885049993883395 | [12.57  9.28] | -0.07179763174784806
-0.7867132717568186 | [12.57  9.28] | -0.07154553631599793
-0.7849309090667999 | [12.57  9.28] | -0.07129588259371428
-0.7831578174816618 | [12.57  9.28] | -0.07104863570796686
-0.7813939045678633 | [12.57  9.29] | -0.07080376144699908
-0.7796390792671395 | [12.57  9.29] | -0.07056122624470039
-0.7778932518693801 | [12.57  9.29] | -0.07032099716541203
-0.7761563339861747 | [12.57  9.29] | -0.07008304188916105
-0.7744282385250013 | [12.57  9.29] | -0.06984732869731845
-0.7727088796640417 | [12.57  9.3 ] | -0.06961382645863681
-0.7709981728276051 | [12.57  9.3 ] | -0.06938250461570061
-0.7692960346621422 | [12.57  9.3 ] | -0.06915333317172842
-0.7676023830128332 | [12.57  9.3 ] | -0.06892628267775469
-0.7659171369007324 | [12.57  9.3 ] | -0.06870132422015594
-0.7642402165004549 | [12.57  9.31] | -0.06847842940850937
-0.7625715431183898 | [12.57  9.31] | -0.06825757036380156
-0.7609110391714234 | [12.57  9.31] | -0.06803871970693051
-0.7592586281661614 | [12.57  9.31] | -0.06782185054753406
-0.7576142346786321 | [12.57  9.31] | -0.06760693647311489
-0.7559777843344614 | [12.57  9.32] | -0.06739395153844947
-0.7543492037895034 | [12.57  9.32] | -0.06718287025527706
-0.7527284207109155 | [12.56  9.32] | -0.06697366758227069
-0.7511153637586659 | [12.56  9.32] | -0.06676631891526455
-0.749509962567461 | [12.56  9.32] | -0.06656080007773935
-0.7479121477290822 | [12.56  9.32] | -0.06635708731155002
-0.7463218507751197 | [12.56  9.33] | -0.06615515726790412
-0.7447390041600948 | [12.56  9.33] | -0.06595498699856878
-0.7431635412449573 | [12.56  9.33] | -0.06575655394729638
-0.7415953962809523 | [12.56  9.33] | -0.06555983594147757
-0.7400345043938408 | [12.56  9.33] | -0.06536481118401422
-0.7384808015684704 | [12.56  9.33] | -0.06517145824537936
-0.7369342246336835 | [12.56  9.34] | -0.06497975605589698
-0.7353947112475552 | [12.56  9.34] | -0.06478968389820505
-0.733862199882952 | [12.56  9.34] | -0.0646012213999045
-0.7323366298134039 | [12.56  9.34] | -0.06441434852641255
-0.7308179410992806 | [12.56  9.34] | -0.06422904557395903
-0.729306074574264 | [12.56  9.34] | -0.06404529316279227
-0.7278009718321112 | [12.56  9.35] | -0.06386307223052667
-0.7263025752136982 | [12.56  9.35] | -0.06368236402566695
-0.7248108277943383 | [12.56  9.35] | -0.06350315010128463
-0.7233256733713682 | [12.56  9.35] | -0.06332541230884889
-0.7218470564519963 | [12.56  9.35] | -0.06314913279221714
-0.7203749222414025 | [12.56  9.35] | -0.06297429398174773
-0.7189092166310895 | [12.56  9.36] | -0.06280087858857634
-0.7174498861874736 | [12.56  9.36] | -0.06262886959902592
-0.715996878140712 | [12.56  9.36] | -0.06245825026914261
-0.7145501403737601 | [12.56  9.36] | -0.0622890041193543
-0.7131096214116535 | [12.56  9.36] | -0.06212111492928418
-0.7116752704110086 | [12.56  9.36] | -0.0619545667326491
-0.7102470371497371 | [12.56  9.36] | -0.06178934381231931
-0.7088248720169676 | [12.56  9.37] | -0.061625430695448596
-0.7074087260031721 | [12.56  9.37] | -0.061462812148751295
-0.7059985506904906 | [12.56  9.37] | -0.061301473173882834
-0.7045942982432486 | [12.56  9.37] | -0.061141399002912614
-0.7031959213986644 | [12.56  9.37] | -0.06098257509391637
-0.7018033734577402 | [12.56  9.37] | -0.06082498712666015
-0.7004166082763343 | [12.56  9.37] | -0.06066862099839691
-0.6990355802564084 | [12.56  9.38] | -0.06051346281973352
-0.6976602443374468 | [12.56  9.38] | -0.060359498910616
-0.696290555988044 | [12.56  9.38] | -0.060206715796396325
-0.6949264711976555 | [12.56  9.38] | -0.06005510020398315
-0.6935679464685083 | [12.56  9.38] | -0.05990463905809147
-0.6922149388076684 | [12.56  9.38] | -0.059755319477552804
-0.6908674057192611 | [12.56  9.38] | -0.059607128771735726
-0.6895253051968393 | [12.56  9.38] | -0.05946005443703229
-0.688188595715899 | [12.56  9.39] | -0.05931408415340879
-0.6868572362265366 | [12.56  9.39] | -0.05916920578106283
-0.6855311861462454 | [12.56  9.39] | -0.05902540735712418
-0.6842104053528479 | [12.56  9.39] | -0.05888267709244061
-0.6828948541775619 | [12.56  9.39] | -0.058741003368445316
-0.6815844933981954 | [12.56  9.39] | -0.05860037473406468
-0.6802792842324695 | [12.56  9.39] | -0.058460779902714914
-0.6789791883314659 | [12.56  9.39] | -0.058322207749360894
-0.6776841677731945 | [12.56  9.4 ] | -0.058184647307622364
-0.676394185056281 | [12.56  9.4 ] | -0.05804808776696618
-0.6751092030937699 | [12.56  9.4 ] | -0.05791251846993687
-0.6738291852070419 | [12.56  9.4 ] | -0.05777792890945874
-0.6725540951198419 | [12.56  9.4 ] | -0.057644308726184396
-0.6712838969524152 | [12.56  9.4 ] | -0.0575116477059145
-0.6700185552157519 | [12.56  9.4 ] | -0.057379935777061665
-0.6687580348059331 | [12.56  9.4 ] | -0.05724916300815877
-0.6675023009985798 | [12.56  9.41] | -0.05711931960543522
-0.6662513194434023 | [12.56  9.41] | -0.056990395910444504
-0.6650050561588453 | [12.56  9.41] | -0.0568623823977195
-0.6637634775268303 | [12.56  9.41] | -0.056735269672498596
-0.6625265502875899 | [12.56  9.41] | -0.05660904846849043
-0.6612942415345936 | [12.56  9.41] | -0.05648370964568324
-0.6600665187095638 | [12.56  9.41] | -0.05635924418819557
-0.6588433495975788 | [12.56  9.41] | -0.056235643202178456
-0.657624702322262 | [12.56  9.41] | -0.05611289791375901
-0.6564105453410543 | [12.56  9.42] | -0.05599099966701757
-0.6552008474405693 | [12.56  9.42] | -0.05586993992201724
-0.6539955777320287 | [12.56  9.42] | -0.055749710252860074
-0.6527947056467764 | [12.56  9.42] | -0.055630302345794136
-0.6515982009318703 | [12.56  9.42] | -0.05551170799735148
-0.6504060336457484 | [12.56  9.42] | -0.05539391911252603
-0.6492181741539715 | [12.56  9.42] | -0.05527692770297936
-0.6480345931250352 | [12.56  9.42] | -0.05516072588530607
-0.6468552615262552 | [12.56  9.42] | -0.05504530587928924
-0.6456801506197215 | [12.56  9.42] | -0.05493066000624226
-0.6445092319583211 | [12.56  9.43] | -0.054816780687344524
-0.6433424773818268 | [12.56  9.43] | -0.054703660442028984
-0.6421798590130522 | [12.56  9.43] | -0.05459129188638048
-0.6410213492540704 | [12.56  9.43] | -0.0544796677316019
-0.6398669207824967 | [12.56  9.43] | -0.05436878078246249
-0.6387165465478316 | [12.56  9.43] | -0.05425862393582405
-0.6375701997678639 | [12.56  9.43] | -0.05414919017915806
-0.6364278539251352 | [12.56  9.43] | -0.05404047258910791
-0.6352894827634603 | [12.56  9.43] | -0.0539324643300756
-0.6341550602845055 | [12.56  9.43] | -0.05382515865283094
-0.6330245607444228 | [12.56  9.44] | -0.053718548893170195
-0.631897958650538 | [12.56  9.44] | -0.05361262847055322
-0.6307752287580941 | [12.56  9.44] | -0.05350739088682021
-0.6296563460670452 | [12.56  9.44] | -0.05340282972488272
