Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward
163, 56.722943539, 8381.436659097672, 3280, 708096, 212.95
164, 57.102156539999996, 8394.248693704605, 3300, 712814, 235.9
165, 57.496950382, 8405.05550980568, 3320, 717911, 254.85
166, 57.854676835, 8449.59711933136, 3340, 722664, 237.65
167, 58.222617776, 8477.122173547745, 3360, 727496, 241.6
168, 58.588557176, 8490.017308950424, 3380, 732348, 242.6
169, 58.950635329, 8516.05879497528, 3400, 737428, 254.0
170, 59.315282302, 8539.57060790062, 3420, 742805, 268.85
171, 59.678229404, 8566.947599172592, 3440, 748054, 262.45
172, 60.043269834, 8596.1612200737, 3460, 753770, 285.8
173, 60.403137856, 8607.68151640892, 3480, 758124, 217.7
174, 60.808846474, 8638.631610870361, 3500, 763498, 268.7
175, 61.166244531, 8670.673593997955, 3520, 767947, 222.45
176, 61.541376352, 8700.447271585464, 3540, 772903, 247.8
177, 61.919236391, 8712.183143854141, 3560, 778430, 276.35
178, 62.305448223999996, 8724.441264867783, 3580, 783379, 247.45
179, 62.68174285799999, 8750.947392702103, 3600, 788768, 269.45
180, 63.049578190999995, 8779.643660783768, 3620, 793204, 221.8
181, 63.417719968, 8822.845127820969, 3640, 797609, 220.25
182, 63.784807161, 8861.412883281708, 3660, 801974, 218.25
183, 64.167517833, 8901.177897691727, 3680, 806944, 248.5
184, 64.518012093, 8943.98925280571, 3700, 811249, 215.25
185, 64.878121953, 8972.42087507248, 3720, 815764, 225.75
186, 65.241607666, 9002.74851822853, 3740, 820849, 254.25
187, 65.606358822, 9031.750482082367, 3760, 824961, 205.6
188, 65.966729504, 9044.7324051857, 3780, 829691, 236.5
189, 66.335270672, 9055.481180906296, 3800, 834526, 241.75
190, 66.736490944, 9067.199947357178, 3820, 839744, 260.9
191, 67.101699373, 9097.97866821289, 3840, 844604, 243.0
192, 67.478001089, 9110.821404457092, 3860, 849556, 247.6
193, 67.858560315, 9138.658359527588, 3880, 853951, 219.75
194, 68.22938086399999, 9171.742367506027, 3900, 858431, 224.0
195, 68.617568268, 9197.7262301445, 3920, 863720, 264.45
196, 69.000134279, 9209.44422197342, 3940, 868552, 241.6
197, 69.381871345, 9232.030867815018, 3960, 873565, 250.65
198, 69.770245895, 9266.778696775436, 3980, 878350, 239.25
199, 70.153152256, 9294.519395589828, 4000, 883462, 255.6
200, 70.525987999, 9306.371944904327, 4020, 888752, 264.5
201, 70.905246789, 9349.471225976944, 4040, 892840, 204.4
202, 71.28427300199999, 9360.952378511429, 4060, 897513, 233.65
203, 71.65849493099999, 9390.89110827446, 4080, 902918, 270.25
204, 71.995229776, 9424.226968288422, 4100, 903463, 27.25
205, 72.377757103, 9448.237453222275, 4120, 904125, 33.1
206, 72.710156404, 9474.214259147644, 4140, 904752, 31.35
207, 73.01329928999999, 9511.383925676346, 4160, 905422, 33.5
208, 73.33661475, 9522.741826057434, 4180, 906029, 30.35
209, 73.652671535, 9535.083872318268, 4200, 906613, 29.2
210, 73.977194923, 9546.388060808182, 4220, 907140, 26.35
211, 74.294057934, 9557.831314563751, 4240, 907709, 28.45
212, 74.612225291, 9570.00054359436, 4260, 908191, 24.1
213, 74.929176353, 9607.331278324127, 4280, 908772, 29.05
214, 75.243118382, 9618.601723909378, 4300, 909432, 33.0
215, 75.546841605, 9654.009320259094, 4320, 909978, 27.3
216, 75.86577969, 9694.527312040329, 4340, 910529, 27.55
217, 76.176509441, 9725.679844379425, 4360, 911070, 27.05
218, 76.476165397, 9738.286907196045, 4380, 911591, 26.05
219, 76.78438079, 9749.281722068787, 4400, 912153, 28.1
220, 77.092226538, 9760.663669347763, 4420, 912807, 32.7
221, 77.40351835, 9805.835418701172, 4440, 913362, 27.75
222, 77.702229747, 9816.993851184845, 4460, 913917, 27.75
223, 78.039663187, 9856.793470621109, 4480, 914482, 28.25
224, 78.35360489199999, 9884.845393419266, 4500, 915115, 31.65
225, 78.656535134, 9947.543877601624, 4520, 915693, 28.9
226, 78.978881621, 10005.527326345444, 4540, 916357, 33.2
227, 79.296336595, 10016.863820791245, 4560, 916968, 30.55
228, 79.602423514, 10029.081058263779, 4580, 917495, 26.35
229, 79.915386722, 10040.40866804123, 4600, 918097, 30.1
230, 80.244437394, 10075.034408807755, 4620, 918739, 32.1
231, 80.55484855099999, 10086.266837835312, 4640, 919271, 26.6
232, 80.866791083, 10137.853247642517, 4660, 919994, 36.15
233, 81.18188193499999, 10178.768221139908, 4680, 920550, 27.8
234, 81.511683541, 10213.77706193924, 4700, 921201, 32.55
235, 81.822436345, 10226.16861462593, 4720, 921799, 29.9
236, 82.127982407, 10237.411287546158, 4740, 922396, 29.85
237, 82.432846199, 10272.37914276123, 4760, 922953, 27.85
238, 82.735394523, 10283.700187683105, 4780, 923572, 30.95
239, 83.038499097, 10317.735614538193, 4800, 924188, 30.8
240, 83.347341738, 10345.408333539963, 4820, 924851, 33.15
241, 83.700875694, 10357.731556653976, 4840, 925515, 33.2
242, 84.010863221, 10369.05973148346, 4860, 926106, 29.55
243, 84.326252631, 10411.14068031311, 4880, 926657, 27.55
244, 84.658247621, 10442.643160104752, 4900, 927222, 28.25
245, 84.978461627, 10477.313465595245, 4920, 927832, 30.5
246, 85.295810901, 10489.71053481102, 4940, 928402, 28.5
247, 85.622293423, 10501.032741069794, 4960, 928991, 29.45
